In inventory?,target_url,target_url_domain,final_url,final_url_domain,final_url_mimetype,final_url_live,target_url_redirects,final_url_same_domain,final_url_same_website,target_url_agency_owner,target_url_bureau_owner,target_url_branch,final_url_status_code,,Status check function,Status check Flat,Domain name,Agency,Maintaining office,Use case,Type of government,Federal branch,State,Comments,Link,Date Added
wvretirement.com,wvretirement.com,wvretirement.com,,,,,,,,,,,,,200,200,violade.com,,,,Local,,Delaware,"Town of Viola, DE -- Note added 6/7/13 17:31",http://violade.com/,6/6/13 18:09
wrightschool.org,wrightschool.org,wrightschool.org,https://wrightschool.org/,wrightschool.org,text/html,FALSE,FALSE,TRUE,TRUE,,,,403,,Connection failure,Connection failure,vipd.gov.vi,,,,State,,Virgin Islands,U.S. Virgin Islands Police Department -- Note added 8/18/14 14:16,#N/A,8/18/14 14:15
yatescounty.org,yatescounty.org,yatescounty.org,,,,,,,,,,,,,Connection failure,Connection failure,virginia-mn.com,,,,Local,,Minnesota,"City of Virginia, MN -- Note added 6/2/15 2:11",http://www.virginiamn.us/,6/6/13 18:09
yorktownny.org,yorktownny.org,yorktownny.org,https://www.yorktownny.org/,yorktownny.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,virginia.org,,,,State,,Virginia,Travel and Tourism Sites for Virginia -- Note added 6/6/13 19:11,#N/A,6/6/13 19:11
wyomingtourism.org,wyomingtourism.org,wyomingtourism.org,https://travelwyoming.com/,travelwyoming.com,text/html,TRUE,TRUE,FALSE,FALSE,,,,200,,200,200,virginia529.com,,,,State,,Virginia,Virginia College Savings Plan -- Note added 7/11/14 19:18,http://virginia529.com/,6/6/13 18:09
wpb.org,wpb.org,wpb.org,https://www.wpb.org/,wpb.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,virginiaallies.org,,,,State,,Virginia,Virginia Economic Development Partnership's Ally Information Exchange -- Note added 7/11/14 20:17,http://virginiaallies.org/,6/6/13 18:09
everytrycounts.org,everytrycounts.org,everytrycounts.org,,,,,,,,Department of Health and Human Services,,,,,200,200,virginiadot.org,,,,State,,Virginia,Virginia Department of Transportation -- Note added 7/11/14 20:18,http://virginiadot.org/,6/6/13 18:09
gratefulmed.com,gratefulmed.com,gratefulmed.com,,,,,,,,Department of Health and Human Services,,,,,200,200,virginiaresources.org,,,,State,,Virginia,Virginia Resources Authority -- Note added 7/11/14 20:19,http://virginiaresources.org/,6/6/13 18:09
txlottery.org,txlottery.org,txlottery.org,https://www.texaslottery.com/export/sites/lottery/index.html,texaslottery.com,text/html,TRUE,TRUE,FALSE,FALSE,,,,200,,200,200,viroqua-wisconsin.com,,,,Local,,Wisconsin,"City of Viroqua, WI -- Note added 8/11/14 5:42",http://viroqua-wisconsin.com/,6/6/13 18:09
university-park-il.com,university-park-il.com,university-park-il.com,https://university-park-il.com/,university-park-il.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,virtualnorfolk.org,,,,Local,,Massachusetts,"norfolk, ma -- Note added 8/26/15 16:35",http://virtualnorfolk.org/Public_Documents/index,6/6/13 18:09
twpusc.org,twpusc.org,twpusc.org,https://www.twpusc.org/,twpusc.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,visitcalifornia.com,,,,State,,California,Travel and Tourism Site for California -- Note added 8/27/13 12:59,#N/A,6/6/13 18:09
upperdeerfield.com,upperdeerfield.com,upperdeerfield.com,https://upperdeerfield.com/,upperdeerfield.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,visitcwc.com,,,,State,,California,California Welcome Centers -- Note added 8/27/13 12:58,#N/A,8/27/13 12:58
upperpittsgrovenj.org,upperpittsgrovenj.org,upperpittsgrovenj.org,https://www.upperpittsgrovenj.org/,upperpittsgrovenj.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,Connection failure,Connection failure,visitdelaware.com,,,,State,,Delaware,Travel and Tourism Sites for Delaware -- Note added 6/6/13 19:11,http://www.visitdelaware.com/,6/6/13 19:11
urbanaillinois.us,urbanaillinois.us,urbanaillinois.us,https://urbanaillinois.us/,urbanaillinois.us,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,visitflorida.com,,,,State,,Florida,Travel and Tourism Site for Florida -- Note added 6/6/13 19:15,http://www.visitflorida.com/en-us.html,6/6/13 19:14
utemountainutetribe.com,utemountainutetribe.com,utemountainutetribe.com,https://utemountainutetribe.com/,utemountainutetribe.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,visitgenevany.com/current-residents,,,,Local,,New York,"City of Geneva, NY -- Note added 12/6/13 16:13",http://visitgenevany.com/current-residents,6/6/13 18:08
usna.edu,usna.edu,usna.edu,https://usna.edu/homepage.php,usna.edu,text/html,TRUE,TRUE,TRUE,TRUE,United States Naval Academy,,,200,,Connection failure,Connection failure,visitguam.org,,,,State,,Guam,Travel and Tourism Sites for Guam -- Note added 6/6/13 19:11,#N/A,6/6/13 19:11
usvieda.org,usvieda.org,usvieda.org,https://usvieda.org/,usvieda.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,visitidaho.org,,,,State,,Idaho,Travel and Tourism Site for Idaho -- Note added 6/6/13 19:48,http://www.visitidaho.org/,6/6/13 19:11
valuworld.com/usa/wi/supermall/County/Columbia/cambria/cambriawisconsin,valuworld.com/usa/wi/supermall/county/columbia/cambria/cambriawisconsin,valuworld.com,http://www.valuworld.com/error.php?code=404,valuworld.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,visitlongbranch.com,,,,Local,,New Jersey,"long branch, nj -- Note added 9/16/15 19:32",http://visitlongbranch.com/,6/6/13 18:09
usalearns.org,usalearns.org,usalearns.org,https://www.usalearns.org/,usalearns.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,visitmaine.com,,,,State,,Maine,Travel and Tourism Sites for Maine -- Note added 6/6/13 19:11,http://visitmaine.com/,6/6/13 19:11
venicegov.com,venicegov.com,venicegov.com,,,,,,,,,,,,,200,200,visitmaryland.org,,,,State,,Maryland,Travel and Tourism Site for Maryland -- Note added 6/6/13 19:17,http://www.visitmaryland.org/,6/6/13 19:11
vchamplain.com,vchamplain.com,vchamplain.com,,,,,,,,,,,,,200,200,visitmcleancounty.com,,,,County,,North Dakota,"McLean County, ND -- Note added 8/13/14 17:55",http://www.visitmcleancounty.com/mcleanhome.html,6/6/13 18:09
usmcu.edu,usmcu.edu,usmcu.edu,,,,,,,,Marine Corps University,,,,,200,200,visitmississippi.org,,,,State,,Mississippi,Travel and Tourism Sites for Mississippi -- Note added 6/6/13 19:11,http://visitmississippi.org/,6/6/13 19:11
varetire.org,varetire.org,varetire.org,https://www.varetire.org/,varetire.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,visitmo.com,,,,State,,Missouri,Travel and Tourism Site for Missouri -- Note added 6/6/13 19:34,#N/A,6/6/13 19:11
veteranscrisisline.net,veteranscrisisline.net,veteranscrisisline.net,https://www.veteranscrisisline.net/,veteranscrisisline.net,text/html,TRUE,TRUE,TRUE,FALSE,Department of Veterans Affairs (VA),,,200,,200,200,visitmonmouth.com,,,,County,,New Jersey,"monmouth county, nj -- Note added 9/16/15 19:32",http://visitmonmouth.com/,6/6/13 18:09
wakefieldnh.com,wakefieldnh.com,wakefieldnh.com,,,,,,,,,,,,,Connection failure,Connection failure,visitmt.com,,,,State,,Montana,Travel and Tourism Site for Montana -- Note added 6/6/13 19:33,http://visitmt.com/,6/6/13 19:11
presidentschallenge.org,presidentschallenge.org,presidentschallenge.org,,,,,,,,Department of Health and Human Services,,,,,200,200,visitnc.com,,,,State,,North Carolina,Travel and Tourism Site for North Carolina -- Note added 6/6/13 19:33,http://www.visitnc.com/,6/6/13 18:09
csosa.me,csosa.me,csosa.me,,,,,,,,Court Services and Offender Supervision Agency,,,,,200,200,visitnebraska.com,,,,State,,Nebraska,Travel and Tourism Site for Nebraska -- Note added 6/6/13 19:33,http://visitnebraska.com/,6/6/13 19:11
csosa.mobi,csosa.mobi,csosa.mobi,,,,,,,,Court Services and Offender Supervision Agency,,,,,200,200,visitnewalbany.com,,,,Local,,Mississippi,"New Albany, MS -- Note added 7/28/14 14:56",http://visitnewalbany.com/old/,6/6/13 18:09
village.fredonia.wi.us,village.fredonia.wi.us,wi.us,https://www.village.fredonia.wi.us/,wi.us,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,Connection failure,Connection failure,visitpa.com,,,,State,,Pennsylvania,Travel and Tourism Site for Pennsylvania -- Note added 6/6/13 19:32,http://www.visitpa.com/,6/6/13 19:11
village.newburg.wi.us,village.newburg.wi.us,wi.us,https://village.newburg.wi.us/,wi.us,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,visitpalouse.com,,,,Local,,Washington,"City of Palouse, WA -- Note added 11/12/14 6:31",http://visitpalouse.com/,6/6/13 18:09
villageofgilberts.com,villageofgilberts.com,villageofgilberts.com,https://www.villageofgilberts.com/,villageofgilberts.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,visitrhodeisland.com,,,,State,,Rhode Island,Travel and Tourism Site for Rhode Island -- Note added 6/6/13 19:32,http://www.visitrhodeisland.com/,6/6/13 19:11
villageofcapevincent.org,villageofcapevincent.org,villageofcapevincent.org,https://villageofcapevincent.org/,villageofcapevincent.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,visitrudolph.org,,,,Local,,Wisconsin,"Village of Rudolph, WI -- Note added 8/5/13 19:19",http://visitrudolph.org/,6/6/13 18:09
ventnorcity.org,ventnorcity.org,ventnorcity.org,https://www.ventnorcity.org/,ventnorcity.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,Connection failure,Connection failure,visitsaltsburg.com,,,,Local,,Pennsylvania,"Saltsburg, PA tourism -- Note added 10/2/14 19:10",http://visitsaltsburg.com/,6/6/13 18:09
villageofhazelgreen.org,villageofhazelgreen.org,villageofhazelgreen.org,,,,,,,,,,,,,200,200,visitsiren.com,,,,Local,,Wisconsin,"Village of Siren, WI -- Note added 8/11/14 5:40",http://visitsiren.com/,6/6/13 18:09
villageofoceanbeach.org,villageofoceanbeach.org,villageofoceanbeach.org,https://villageofoceanbeach.org/,villageofoceanbeach.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,visitusvi.com,,,,State,,Virgin Islands,Travel and tourism site for the US Virgin Islands -- Note added 6/6/13 19:47,http://www.visitusvi.com/,6/6/13 19:46
villageofseville.org,villageofseville.org,villageofseville.org,https://villageofseville.org/,villageofseville.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,visitutah.com,,,,State,,Utah,Travel and Tourism Site for Utah -- Note added 6/6/13 19:31,#N/A,6/6/13 19:11
villageofhoward.com,villageofhoward.com,villageofhoward.com,https://villageofhoward.com/,villageofhoward.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,visitvirginiabeach.com,,,,Local,,Virginia,"City of Virginia Beach, VA Tourism -- Note added 9/5/2020 18:10",https://www.visitvirginiabeach.com/,9/5/20 18:10
virginia529.com,virginia529.com,virginia529.com,https://www.virginia529.com/,virginia529.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,Connection failure,Connection failure,visupremecourt.org,,,,State,,Virgin Islands,Supreme Court of the United States Virgin Islands -- Note added 8/18/14 14:06,http://www.visupremecourt.org/,8/18/14 14:05
visitmonmouth.com,visitmonmouth.com,visitmonmouth.com,https://www.visitmonmouth.com/,visitmonmouth.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,Connection failure,Connection failure,vivaflorida.org,,,,State,,Florida,"Viva Florida 500 is a statewide initiative led by the Florida Department of State, under the leadership of Governor Rick Scott, to highlight the 500 years of historic people, places and events in present-day Florida since the arrival of Juan Ponce de Leon to the land he named La Florida in 1513. See more at http://www.vivaflorida.org/About-Viva-Florida/ -- Note added 7/23/14 14:01",http://vivaflorida.org/,8/20/13 15:17
visitusvi.com,visitusvi.com,visitusvi.com,https://www.visitusvi.com/,visitusvi.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,vlct.org,,,,Local,,Vermont,Vermont League of Cities & Towns -- Note added 8/18/14 5:38,http://vlct.org/,6/6/13 18:09
voterockford.com,voterockford.com,voterockford.com,,,,,,,,,,,,,Connection failure,Connection failure,vmnh.net,,,,State,,Virginia,"Virginia Museum of Natural History in Martinsville, VA -- Note added 7/11/14 20:20",http://www.vmnh.net/,6/6/13 18:09
volgacity.com,volgacity.com,volgacity.com,https://volgacity.com/,volgacity.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,vniles.com,,,,Local,,Illinois,"Village of Niles, IL -- Note added 7/7/14 15:42",http://www.vniles.com/,6/6/13 18:09
wallborough.com,wallborough.com,wallborough.com,https://www.wallborough.com/,wallborough.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,voanews.com,U.S. Agency for Global Media,,Website - open to public,Federal,,,Voice of America (see http://www.bbg.gov/broadcasters/voa/).  -- Note added 11/18/13 14:47,http://www.voanews.com/,7/31/13 14:30
warc.info,warc.info,warc.info,https://www.warc.info/,warc.info,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,voatour.com,U.S. Agency for Global Media,,Website - open to public,Federal,,,"Voice of America Studio Tour, a behind-the-scenes look at live broadcasting in radio, television, and the Internet in several of our 45 languages. -- Note added 7/31/13 15:14",http://voatour.com/,7/31/13 15:14
walkersville-md.com,walkersville-md.com,walkersville-md.com,https://walkersville-md.com/,walkersville-md.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,vokimberly.org,,,,Local,,Wisconsin,"Village of Kimberly, WI -- Note added 4/2/14 12:42",http://www.vokimberly.org/,6/6/13 18:09
wablueberrycomm.org,wablueberrycomm.org,wablueberrycomm.org,,,,,,,,,,,,,200,200,volgacity.com,,,,Local,,South Dakota,"City of Volga, SD -- Note added 7/17/14 6:06",http://volgacity.com/,6/6/13 18:09
washcova.com,washcova.com,washcova.com,,,,,,,,,,,,,200,200,volunteerflorida.org,,,,State,,Florida,Florida Governor's Commission on Volunteerism and Community Service -- Note added 11/9/15 19:00,http://www.volunteerflorida.org/,11/9/15 19:00
warrentownship.net,warrentownship.net,warrentownship.net,https://warrentownship.net/,warrentownship.net,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,volunteermississippi.org,,,,State,,Mississippi,"Volunteer Mississippi, A Mississippi Commission for Volunteer Service (MCVS) -- Note added 7/28/14 14:58",http://volunteermississippi.org/,6/6/13 18:08
washingtoncity.org,washingtoncity.org,washingtoncity.org,https://washingtoncity.org/tex/,washingtoncity.org,text/html,TRUE,TRUE,TRUE,TRUE,,,,200,,200,200,volunteernc.org,,,,State,,North Carolina,North Carolina Commission on Volunteerism and Community Service -- Note added 11/10/15 20:34,#N/A,6/6/13 18:09
washingtongrovemd.org,washingtongrovemd.org,washingtongrovemd.org,https://washingtongrovemd.org/,washingtongrovemd.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,volusia.org,,,,County,,Florida,"Volusia County, FL -- Note added 1/14/14 16:35",http://www.volusia.org/,6/6/13 18:09
waterfordboro.net,waterfordboro.net,waterfordboro.net,https://waterfordboro.net/,waterfordboro.net,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,volz.org,,,,Local,,Illinois,"Village of Lake Zurich, IL -- Note added 6/6/13 18:09",#N/A,6/6/13 18:09
waterville.org,waterville.org,waterville.org,https://waterville.org/,waterville.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,voorheesnj.com,,,,Local,,New Jersey,"voorhees, nj -- Note added 9/16/15 19:33",http://voorheesnj.com/,6/6/13 18:09
waynecountytn.org,waynecountytn.org,waynecountytn.org,,,,,,,,,,,,,200,200,vopnc.org,,,,Local,,North Carolina,"Village of Pine Hurst, NC -- Note added 11/18/13 17:27",http://www.vopnc.org/,11/18/13 17:26
waynecounty.ms,waynecounty.ms,waynecounty.ms,,,,,,,,,,,,,Connection failure,Connection failure,voterockford.com,,,,Local,,Illinois,"Rockford, IL Board of Elections",https://www.voterockford.com/,10/15/15 13:22
waterqualitydata.us,waterqualitydata.us,waterqualitydata.us,https://www.waterqualitydata.us/,waterqualitydata.us,text/html,TRUE,TRUE,TRUE,FALSE,Department of Interior,,,200,,200,200,vrcbvi.org,,,,State,,Virginia,Virginia Rehabilitation Center for the Blind and Vision Impaired -- Note added 8/27/15 15:09,http://vrcbvi.org/,8/27/15 15:08
wbrcouncil.org,wbrcouncil.org,wbrcouncil.org,https://wbrcouncil.org/,wbrcouncil.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,vrwa.org,,,,State,,Virginia,Virginia Rural Water Association -- Note added 7/23/13 19:42,#N/A,6/6/13 18:09
wellfleetma.org,wellfleetma.org,wellfleetma.org,,,,,,,,,,,,,200,200,vsb.org,,,,State,,Virginia,Virginia State Bar -- Note added 7/11/14 20:21,http://www.vsb.org/,6/6/13 18:09
weehawken-nj.us,weehawken-nj.us,weehawken-nj.us,https://www.weehawken-nj.us/,weehawken-nj.us,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,vsvny.org,,,,Local,,New York,"Village of Valley Stream, NY -- Note added 8/26/13 18:10",#N/A,6/6/13 18:09
westbranchiowa.org,westbranchiowa.org,westbranchiowa.org,https://westbranchiowa.org/,westbranchiowa.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,vtguard.com,,,,State,,Vermont,Vermont National Guard -- Note added 1/23/14 14:03,http://vtguard.com/,1/23/14 14:03
westlake-tx.org,westlake-tx.org,westlake-tx.org,https://westlake-tx.org/,westlake-tx.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,vtlottery.com,,,,State,,Vermont,Vermont Lottery -- Note added 6/12/13 14:27,http://vtlottery.com/,6/6/13 18:09
westmelbourne.org,westmelbourne.org,westmelbourne.org,https://westmelbourne.org/,westmelbourne.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,vtsv.org,,,,Local,,New Mexico,"Village of Taos Ski Valley, NM -- Note added 7/16/14 5:50",http://vtsv.org/,6/6/13 18:09
weston-ct.com,weston-ct.com,weston-ct.com,,,,,,,,,,,,,200,200,wabasha.org,,,,Local,,Minnesota,"City of Wabasha, MN -- Note added 6/2/15 2:12",http://www.wabasha.org/,6/6/13 18:09
westunion.com,westunion.com,westunion.com,https://www.westunion.com/,westunion.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,Connection failure,Connection failure,wabaunsee.kansasgov.com,,,,County,,Kansas,"Wabaunsee County, KS -- Note added 7/10/14 5:26",http://ks-wabaunsee.manatron.com/,6/6/13 18:09
westville-nj.com,westville-nj.com,westville-nj.com,https://westville-nj.com/,westville-nj.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,wabedo.govoffice.com,,,,Local,,Minnesota,"Wabedo Township, Cass County, MN -- Note added 6/2/15 2:13",http://www.wabedo.govoffice.com/,6/6/13 18:09
wheda.com,wheda.com,wheda.com,https://www.wheda.com/,wheda.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,Connection failure,Connection failure,wablueberrycomm.org,,,,State,,Washington,Washington Blueberry Commission -- Note added 11/12/14 6:30,http://wablueberrycomm.org/,6/6/13 18:09
windhamct.com,windhamct.com,windhamct.com,https://www2.windhamct.com/,windhamct.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,waconia.org,,,,Local,,Minnesota,"City of Waconia, MN -- Note added 6/2/15 2:14",http://www.waconia.org/,6/6/13 18:09
winthropmaine.org,winthropmaine.org,winthropmaine.org,,,,,,,,,,,,,Connection failure,Connection failure,wadena.org,,,,Local,,Minnesota,"City of Wadena, MN -- Note added 6/2/15 2:16",http://www.wadena.org/,6/6/13 18:09
wilottery.com,wilottery.com,wilottery.com,https://wilottery.com/,wilottery.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,wadsworthcity.com,,,,Local,,Ohio,"City of Wadsworth, OH -- Note added 3/28/14 17:36",http://www.wadsworthcity.com/,6/6/13 18:09
woodsoncounty.net,woodsoncounty.net,woodsoncounty.net,,,,,,,,,,,,,200,200,wagenersc.com,,,,Local,,South Carolina,"wagener, sc -- Note added 8/28/15 16:20",http://www.wagenersc.com/,6/6/13 18:09
wirapids.org,wirapids.org,wirapids.org,https://www.wirapids.org/,wirapids.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,wahardwoodscomm.com,,,,State,,Washington,Washington Hardwoods Commission -- Note added 11/12/14 6:29,http://wahardwoodscomm.com/,6/6/13 18:09
ctsu.org,ctsu.org,ctsu.org,https://www.ctsu.org/Public/Default.aspx?ReturnUrl=%2f,ctsu.org,text/html,TRUE,TRUE,TRUE,FALSE,Department of Health and Human Services,,,200,,404,404,wahpetonia.govoffice.com,,,,Local,,Iowa,"City of Wahpeton, Ia -- Note added 8/26/15 14:02",http://www.wahpetonia.govoffice.com/,6/6/13 18:09
weymouthnj.org,weymouthnj.org,weymouthnj.org,https://www.weymouthnj.org/,weymouthnj.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,waitsfieldvt.us,,,,Local,,Vermont,"Town of Waitsfield, VT -- Note added 8/18/14 5:40",http://waitsfieldvt.us/,6/6/13 18:09
csosa.info,csosa.info,csosa.info,,,,,,,,Court Services and Offender Supervision Agency,,,,,Connection failure,Connection failure,wakefieldnh.com,,,,Local,,New Hampshire,"wakefield, nh -- Note added 9/2/15 19:43",http://wakefieldnh.com/Pages/index,6/6/13 18:09
whitewood.govoffice.com,whitewood.govoffice.com,govoffice.com,https://whitewood.govoffice.com/,govoffice.com,text/html,FALSE,FALSE,TRUE,TRUE,,,,404,,200,200,wakefieldtownship.net,,,,Local,,Minnesota,"Wakefield Township, Stearns County, MN URL resolves to longer address: nhttp://www.wakefieldtownship.net/wakefieldtownship/myheadline.asp?S=154&P=81607&PubID=5288 -- Note added 6/2/15 2:18",http://www.wakefieldtownship.net,6/6/13 18:09
williamsburgiowa.org,williamsburgiowa.org,williamsburgiowa.org,,,,,,,,,,,,,200,200,wakegov.com,,,,County,,North Carolina,"wake county, NC -- Note added 9/15/15 18:47",http://www.wakegov.com/Pages/default.aspx,6/6/13 18:09
willingtonct.org,willingtonct.org,willingtonct.org,,,,,,,,,,,,,200,200,waldoboromaine.org,,,,Local,,Maine,"waldoboro, me -- Note added 8/27/15 20:17",http://waldoboromaine.org/,6/6/13 18:09
dcsafesurrender.org,dcsafesurrender.org,dcsafesurrender.org,,,,,,,,Court Services and Offender Supervision Agency,,,,,200,200,waldport.org,,,,Local,,Oregon,"City of Waldport, OR -- Note added 6/20/14 6:50",http://waldport.org/,6/6/13 18:09
wilburwa.com,wilburwa.com,wilburwa.com,,,,,,,,,,,,,200,200,walestownship.org,,,,Local,,Michigan,"wales township, mi -- Note added 9/3/15 16:21",http://walestownship.org/,6/6/13 18:09
winfieldiowa.com,winfieldiowa.com,winfieldiowa.com,https://winfieldiowa.com/,winfieldiowa.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,walhalland.org,,,,Local,,North Dakota,"City of Walhalla, ND -- Note added 7/18/13 12:47",#N/A,6/6/13 18:09
wrightwyoming.com,wrightwyoming.com,wrightwyoming.com,https://wrightwyoming.com/,wrightwyoming.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,walkercounty.com,,,,County,,Alabama,"Walker County, AL -- Note added 7/17/13 13:19",http://walkercounty.com/,6/6/13 18:09
yerington.net,yerington.net,yerington.net,,,,,,,,,,,,,200,200,walkersville-md.com,,,,Local,,Maryland,"Town of Walkersville, MD -- Note added 5/27/14 4:46",http://www.walkersville-md.com/,6/6/13 18:09
wiltonmaine.org,wiltonmaine.org,wiltonmaine.org,https://wiltonmaine.org/,wiltonmaine.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,walkerton.org,,,,Local,,Indiana,"walkerton, In -- Note added 8/27/15 15:02",http://walkerton.org/,6/6/13 18:09
wvsto.com,wvsto.com,wvsto.com,https://wvtreasury.com/,wvtreasury.com,text/html,TRUE,TRUE,FALSE,FALSE,,,,200,,Connection failure,Connection failure,wallacetwp.org,,,,Local,,Pennsylvania,"Wallace Township, PA -- Note added 8/13/14 17:58",http://www.wallacetwp.org/,6/6/13 18:09
directihs.net,directihs.net,directihs.net,,,,,,,,Department of Health and Human Services,,,,,200,200,wallborough.com,,,,Local,,Pennsylvania,"Wall Borough, PA -- Note added 10/2/14 19:12",http://wallborough.com/,6/6/13 18:09
fatherhoodgov.info,fatherhoodgov.info,fatherhoodgov.info,,,,,,,,Department of Health and Human Services,,,,,Connection failure,Connection failure,walledlake.com,,,,Local,,Michigan,"City of Walled Lake, MI -- Note added 8/13/14 17:59",http://walledlake.com/,6/6/13 18:09
youngsville.us,youngsville.us,youngsville.us,https://www.youngsville.us/,youngsville.us,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,wallingfordvt.com,,,,Local,,Vermont,"Town of Wallingford, VT -- Note added 8/18/14 5:41",http://wallingfordvt.com/,6/6/13 18:09
uwex.edu,uwex.edu,uwex.edu,,,,,,,,,,,,,200,200,wallingtonnj.org,,,,Local,,New Jersey,"borough of wallington, nj -- Note added 9/16/15 20:03",http://wallingtonnj.org/,6/6/13 18:09
gratefulmed.info,gratefulmed.info,gratefulmed.info,,,,,,,,Department of Health and Human Services,,,,,200,200,wallnj.com,,,,Local,,New Jersey,"township of wall, nj -- Note added 9/16/15 20:03",http://wallnj.com/,6/6/13 18:09
vanburen-mi.org,vanburen-mi.org,vanburen-mi.org,https://vanburen-mi.org/,vanburen-mi.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,walnut.ms,,,,Local,,Mississippi,"Town of Walnut, MS -- Note added 7/28/14 14:58",http://walnut.ms/,6/6/13 18:09
vetmedinfo.org,vetmedinfo.org,vetmedinfo.org,,,,,,,,Health and Human Services (HHS),,,,,Connection failure,Connection failure,walnutcreeksd.org,,,,Local,,California,#N/A,#N/A,6/6/13 18:09
village.bayside.wi.us,village.bayside.wi.us,wi.us,,,,,,,,,,,,,200,200,walnutportpa.org,,,,Local,,Pennsylvania,"Walnutport Borough, PA -- Note added 10/2/14 19:13",http://walnutportpa.org/home/,6/6/13 18:09
villageofbeachpark.com,villageofbeachpark.com,villageofbeachpark.com,https://villageofbeachpark.com/,villageofbeachpark.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,walottery.com,,,,State,,Washington,Washington State Lottery -- Note added 12/2/14 7:23,http://www.walottery.com/,6/6/13 18:09
village-npb.org,village-npb.org,village-npb.org,https://village-npb.org/,village-npb.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,walpolenh.us,,,,Local,,New Hampshire,"walpole, nh -- Note added 9/2/15 19:44",http://www.walpolenh.us/,6/6/13 18:09
villageoffrankfort.com,villageoffrankfort.com,villageoffrankfort.com,,,,,,,,,,,,,200,200,walterborosc.org,,,,Local,,South Carolina,"walterboro, sc -- Note added 8/28/15 16:20",http://walterborosc.org/,6/6/13 18:09
worcestervt.org,worcestervt.org,worcestervt.org,https://www.worcestervt.org/,worcestervt.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,waltoncountyga.org,,,,County,,Georgia,"Walton County, Ga -- Note added 8/25/15 16:19",http://www.waltoncountyga.gov/,6/6/13 18:09
